Hour,Is_Weekend,Temperature,Visibility,High_Risk,Latitude,Longitude
15,1,75,10,0,27.00757470852216,74.61523087632514
21,0,75,3,0,26.676206504725744,74.4162572051255
5,0,75,3,1,24.6340326406319,93.54273252061489
9,1,75,10,0,27.428379435423533,74.33254359020697
21,0,75,10,1,11.660954218238453,79.69489610474366
13,0,75,3,1,15.550242113098207,79.78363936862651
19,1,75,3,1,31.016555884451734,77.0316667027727
13,1,75,3,1,30.734721347870803,74.93269836109918
7,0,75,3,1,11.041371672999421,75.77494214093338
12,0,75,3,0,23.94408353541142,92.17604277305769
23,0,75,3,0,28.124103643330546,77.38442904176087
9,1,75,3,1,21.17511013354502,81.47625431203319
20,0,75,10,1,10.894715507506273,76.17515887261985
21,1,75,10,1,19.65705504962874,75.46099279601546
8,1,75,10,1,23.820885772783296,91.97461614084676
6,1,75,10,1,15.566382269247026,79.50357795791973
10,0,75,3,1,26.368001280897857,94.9815211272002
9,0,75,10,1,28.531782525375014,95.09905962821361
12,0,75,3,1,15.449134305269943,74.23607790757988
0,0,75,3,0,27.318263857210358,74.00606230177229
19,0,75,3,0,25.734115350690505,91.13637911796889
17,0,75,3,0,33.38608099613425,76.60579916478012
13,0,75,3,0,21.85604047878916,70.69939425111727
10,0,75,10,1,23.40380479092971,88.31994290933723
5,0,75,3,1,25.348264937869516,90.90085954287527
16,0,75,3,1,25.84625692449255,94.58248067630696
10,1,75,10,1,23.509828117376827,85.69021984147685
21,0,75,3,0,23.875393929875088,85.15324675691478
12,0,75,10,1,26.43068404231677,95.02548595552643
2,0,75,3,0,11.482250047868055,80.11730701429785
11,1,75,10,1,34.085086127502215,76.32213900235634
9,0,75,3,1,28.38215355128151,76.86441908961497
11,0,75,3,1,27.941819012866443,88.68959297576815
10,1,75,3,0,11.109386696342767,76.14946714260219
0,0,75,3,1,12.300926585105833,79.69898273684582
10,0,75,3,1,17.639668489326155,79.42402191475459
2,1,75,3,0,26.469031775897616,92.48567850381478
8,0,75,3,0,24.598096790407627,94.40139798807921
21,0,75,3,1,11.889654256930084,79.91158506903543
7,0,75,3,1,22.522168779829833,87.43460869014918
10,0,75,3,1,12.123451476194852,79.7465677825069
17,0,75,10,1,28.234699246218806,94.25636449658921
23,1,75,10,1,29.044346894866223,76.01131034409542
2,0,75,3,1,30.241601786128413,79.01692580014124
18,1,75,3,1,23.94222850548456,92.314437578429
12,0,75,3,1,23.112612481989572,78.4079013737418
15,0,75,10,1,22.59746628943278,78.86034756544278
2,1,75,3,0,25.80399758900322,94.6273980545706
0,1,75,10,1,12.049721699126765,79.36699882466299
1,0,75,10,0,22.947488857357637,78.33538557430097
6,1,75,3,0,18.191869008011697,78.63383835607758
23,1,75,10,1,27.320357134361075,88.45884575295274
12,0,75,10,1,22.82117995584377,93.04977159648381
8,1,75,3,0,20.250609128414382,76.16183717167674
22,0,75,10,1,26.460451000684444,94.60395574638531
11,0,75,3,1,30.53997317509676,77.16166242577772
5,0,75,3,1,17.846253799716806,79.12575272022202
22,0,75,10,1,23.70038295849085,91.89706502758509
0,0,75,3,0,30.909699120336086,77.18379960022678
7,0,75,3,0,21.38196136872262,82.34947532085171
9,0,75,3,1,31.417255702630516,75.04874782120433
10,0,75,10,0,23.28449242952648,78.79129869576468
13,0,75,3,0,12.108326972626946,79.4421203939796
2,1,75,10,0,22.31332592157183,70.73662704000662
19,1,75,10,0,22.837362503563913,87.78794807782297
10,1,75,3,1,17.67679280218007,78.58259817900925
14,0,75,3,1,24.65770884689488,85.80345811867925
6,1,75,10,0,27.140300256377536,88.88131911333825
22,0,75,3,1,27.226602736199602,74.68077637156824
2,1,75,10,1,25.828016507281795,94.62488096711417
19,0,75,10,0,27.977385678871133,94.91988471061181
0,1,75,3,1,10.963049165461875,76.19136097551755
9,1,75,10,0,23.465266268269357,92.32299650830359
4,0,75,10,0,18.106376972787334,79.03776344414568
0,0,75,10,0,27.257718294362544,88.75154678468638
17,0,75,3,0,28.562613415478335,75.75578746350614
19,1,75,3,1,21.898157727584667,70.9745697908562
3,1,75,3,1,27.50491573319674,88.1660484922529
14,1,75,3,1,25.95270710627465,94.43045604712266
2,0,75,3,1,22.693608780814447,71.21133826236925
16,0,75,3,1,28.86350994698492,75.7950381665415
11,0,75,3,1,20.171989676506875,75.8891877060689
5,0,75,10,1,27.15734577595698,88.58280391228087
7,0,75,10,1,23.451640816873244,78.51015132199922
15,0,75,10,0,11.17380953956444,76.28258745800164
4,0,75,10,1,22.734579587398006,88.10744654058773
16,0,75,10,0,14.932822069435979,75.64069818638296
10,1,75,10,1,25.677077636577856,95.03371367820799
22,1,75,10,1,34.2445547414429,76.95475084866676
21,1,75,3,0,22.959321945745,93.429132897512
8,0,75,10,1,27.424262821021696,73.78505269921057
6,0,75,10,0,29.254783508003122,75.7287628383773
1,0,75,3,0,23.229187026342355,87.73290992153984
6,1,75,10,1,26.380763990813815,93.01989660172568
12,0,75,3,0,26.850736958759388,81.11118137209434
20,0,75,10,0,24.60240054205501,85.66933305874359
17,1,75,3,0,23.190999611115583,92.82803215298999
7,1,75,3,0,31.24523909034594,77.20701450243244
21,0,75,10,0,10.910567284128822,78.39710484835338
20,0,75,3,1,15.106886772897687,74.12354640338064
17,0,75,3,0,15.467648263830778,74.04224430633035
5,0,75,3,1,11.683158960479377,80.09533191830207
1,0,75,3,1,11.580432116578177,79.11836262160615
22,0,75,3,1,11.617773557921527,78.21838661383683
17,0,75,3,0,26.533200435865293,94.18302743124426
1,0,75,10,1,31.026115940663644,75.04713758014876
21,1,75,3,1,29.798122242398133,78.87669797269263
0,0,75,3,0,11.470433519383674,78.3168977464617
17,1,75,3,1,27.62418653201422,88.36344476358389
15,0,75,3,0,31.03958457055141,75.01140850727647
20,1,75,10,0,26.053197253517908,92.84817894242083
19,0,75,3,1,31.289581603537282,75.27736837679419
18,0,75,10,0,31.27981701382105,77.47425186754127
1,0,75,3,0,25.609086238653273,90.99936109346524
0,0,75,10,0,30.75493790374367,77.4047211572375
15,1,75,3,1,33.77495794739854,76.15070552912657
10,0,75,3,1,28.99774539664357,77.10270725206414
13,0,75,3,0,15.02719247080042,73.8248645382358
18,0,75,3,1,11.974019335353685,79.89552311918352
0,1,75,10,1,34.26507627492205,76.89338003739691
9,0,75,3,1,27.81799602262902,94.46658831720534
22,0,75,3,1,14.888890708818602,75.98511498684783
6,0,75,10,1,15.048169423445998,74.07095172417026
22,0,75,3,0,28.85654921094014,76.77586329632662
0,0,75,3,1,20.95334584772484,81.56909889445522
23,1,75,3,0,28.92515833415125,75.65399177957572
15,0,75,3,0,28.984538680031488,76.4485513585093
19,1,75,3,0,26.069006419407106,92.18985012142879
15,0,75,10,0,22.860192600668015,78.67834048636115
11,0,75,3,0,25.49089665543235,91.01025073419379
16,0,75,10,1,31.21368873259144,76.74445570816002
22,0,75,10,1,26.861055500495954,74.57594039322898
11,0,75,3,1,31.20301829012978,75.72700150058289
4,0,75,10,0,26.56190311260439,92.69250636613096
17,0,75,10,1,17.825922496185317,78.55436540432952
15,0,75,10,1,30.12051336853211,78.69461990063186
3,0,75,3,0,14.92885806781706,75.69532294819292
9,0,75,3,1,28.498998844882482,77.39032129996855
0,0,75,10,1,20.194221084984243,75.67817374631319
23,0,75,3,1,30.36702448747869,79.09809700371605
7,1,75,10,0,31.1890264902952,76.79257188512842
20,1,75,3,1,20.86490273222161,85.4960658227335
4,0,75,10,1,10.665283248077795,78.74765176762897
14,0,75,10,0,28.641607107837554,75.59201049521337
5,1,75,3,1,10.97428650425039,76.04889045588229
22,0,75,3,1,21.32308787799705,84.86917296554095
14,0,75,10,1,15.49165314756098,74.30650465959768
15,0,75,10,1,25.94560027622106,92.86219647851341
2,1,75,3,1,25.926986505322027,94.63771910114303
14,0,75,3,1,28.314702505550688,94.98755242897398
2,0,75,3,0,26.87947509071351,74.32233741953276
20,0,75,10,1,30.732450047912216,76.63907576002418
21,0,75,3,1,31.389464980744652,76.91856353672779
19,0,75,3,0,15.439004523511073,73.86555864970856
11,0,75,3,1,24.067387586599757,92.0147675194358
17,0,75,3,0,30.658940644028867,76.48713436194993
22,0,75,3,1,22.71545800303821,78.27600134097904
13,0,75,3,0,25.00486508506249,91.78366771391185
21,0,75,3,1,11.673747663251454,79.8134373457604
19,0,75,3,1,23.63740693804739,85.14032092857902
2,0,75,3,0,30.722829482505563,76.89884066213466
15,0,75,3,0,10.898190650659604,79.01707055777028
2,0,75,3,1,17.83637439760698,79.18841431619423
9,0,75,10,1,23.116134334209367,84.93676038331097
22,0,75,3,1,22.623781300266067,88.1696288369981
0,1,75,3,1,27.08877129365382,80.68989352933222
6,0,75,10,0,25.986963278589617,94.12291811957412
3,0,75,3,1,34.02986660925821,76.46821759136755
8,1,75,3,1,19.63621733807093,75.48001665635569
16,1,75,3,1,23.457014357730422,92.70829778011216
3,1,75,3,0,30.062648259178914,78.88528919727395
21,1,75,10,0,27.569069328310647,88.81539550853552
9,0,75,3,1,15.024200890704863,74.46011374130578
2,0,75,10,0,25.690655439353463,95.05319078943046
21,0,75,3,0,15.136021289098522,75.92173280783531
8,0,75,10,0,31.384347257061528,76.80096302460458
20,0,75,3,1,18.50250749510539,78.84500767652513
9,0,75,3,1,10.740539998369034,75.77937098373688
7,0,75,10,1,29.018361265875512,75.98698840653663
22,0,75,3,1,28.9235972119732,77.17615006235629
4,0,75,3,0,31.15499562648802,77.22272582998148
11,1,75,10,1,28.237932643184095,94.25224183141225
2,1,75,3,1,26.60443666006279,92.14996332719679
2,0,75,10,1,10.8816016523186,76.42249602168317
11,0,75,3,0,31.123377240934033,75.35849277303808
6,0,75,10,0,23.764384626359966,85.46268683675528
5,0,75,10,0,30.7661067552221,75.538664619999
0,0,75,3,1,23.434028216768546,85.32921945577418
13,0,75,3,1,22.012064650404604,71.40265387182804
13,0,75,3,1,14.833615743435631,73.80543675389177
8,0,75,3,1,26.879123224706422,81.40194878331273
11,0,75,3,1,27.611794738103214,88.97910551671258
20,0,75,3,1,20.128811537660145,75.69103308949879
21,1,75,3,1,22.719721769611215,93.27364390271016
16,0,75,3,1,21.173588566665504,84.98817556625907
21,0,75,3,0,30.231600448507933,79.46036851031613
16,1,75,3,0,23.264511624558118,78.74962431149358
18,1,75,3,1,20.986447922351186,81.41863578110949
1,1,75,10,1,25.932691410149904,91.28033061090662
20,0,75,3,1,15.418777476243399,73.71191530517808
1,1,75,3,1,12.432103453469498,79.44531826699863
4,0,75,3,1,11.48240150283758,78.76707486498981
21,0,75,3,1,30.816418312873132,74.96433620948858
15,0,75,3,1,18.37443779371459,79.44682149062415
15,0,75,3,1,19.804752862224646,75.25223297523972
5,0,75,10,0,30.087660182349417,78.88667345518762
7,0,75,3,1,31.473498810348843,74.88489070695141
2,1,75,3,0,17.950950906336846,78.69370269920998
22,0,75,3,0,21.988124602885822,71.1053214109797
2,0,75,3,1,16.09276426906351,79.8164018082802
22,0,75,3,1,23.297903245573014,88.05918385606338
7,0,75,10,1,10.42289460810065,76.62633611005673
13,0,75,10,1,30.09929031931761,78.68899085269294
4,0,75,10,0,20.018738219553153,76.07628893046467
5,0,75,10,0,15.323774654687705,76.07278346178242
7,1,75,3,1,20.519254760559058,84.76093791798992
16,0,75,10,1,26.868512526191143,73.86388609034812
7,1,75,10,1,23.512864220930776,85.58592439964728
7,0,75,10,1,15.2230032049003,73.81761613463618
17,1,75,10,1,23.420683870953365,78.18839236849036
9,1,75,3,0,20.542490906075898,85.11758496956463
14,0,75,3,1,22.49648880445181,87.4394804865186
1,0,75,3,0,11.501855918103779,78.81224382426925
0,1,75,3,1,28.658931689600664,76.00224557960904
6,0,75,10,1,30.716281266579504,75.00644030104255
6,0,75,3,0,15.883466700174663,79.29044489438645
6,0,75,10,0,25.918615481087432,94.85560818932197
21,1,75,3,1,21.911804835315486,70.95622641093412
16,0,75,3,1,28.7264793967575,76.76836502861323
6,0,75,3,1,33.68642564893775,76.33858664607263
10,0,75,3,1,31.017577576272263,75.50267365166019
7,0,75,3,0,28.418093983583688,95.13763916454793
14,1,75,10,1,26.62320722496704,74.65702389067458
23,0,75,10,1,22.891056687294927,87.4958403051033
18,1,75,10,1,20.843150535313235,85.5197240277728
5,0,75,3,1,27.276205662925953,81.04008419678176
10,0,75,10,1,21.380378703654074,84.63261227546064
8,0,75,3,1,31.228360733082436,77.61372480080784
18,0,75,3,1,12.157475634632089,79.41020514550841
14,1,75,10,1,23.510795411099938,92.3708122154004
3,0,75,3,1,24.709991016496165,94.01396574440919
18,0,75,3,0,21.44179715587847,85.3717705810108
17,1,75,10,1,33.743323769030695,76.69905862323854
15,0,75,3,1,31.55588726197251,77.55009828869495
3,0,75,3,0,26.952763569041934,80.67165619965996
4,1,75,3,0,18.272520906752767,78.54211580365676
22,1,75,3,0,23.836579636725634,91.85939970189483
19,0,75,10,1,15.142846866172928,73.70280038105467
11,1,75,3,0,15.358935164945958,75.79382446763864
19,0,75,10,0,28.287079431722148,95.209828546507
23,1,75,3,1,34.055193657898194,76.91824726399949
13,0,75,10,1,15.681827751132875,79.74249242974608
18,0,75,3,1,21.799034706663047,71.4036942499237
14,0,75,3,0,19.42202706873596,75.46217252350358
5,0,75,3,0,22.89071731974766,78.79734692623128
18,1,75,10,0,28.496676547788855,77.1840491925663
17,1,75,3,1,17.726098235716815,79.46557396459689
21,0,75,10,1,23.732069149837024,92.4233538929296
6,0,75,10,0,21.80631300983559,71.55795476246968
11,0,75,10,0,26.80796004500769,73.76934767032739
3,0,75,3,1,21.158221688644304,84.65303136338352
7,0,75,3,1,25.810000058952802,92.21101022381373
0,1,75,3,1,30.707916970981383,76.99951624077447
23,0,75,10,1,11.170697358622526,78.49318221599633
11,0,75,10,1,23.53428222449392,92.64612973583316
18,0,75,10,0,30.40860538609538,79.12406310718038
23,0,75,3,1,22.683921397915103,78.87340162512524
5,1,75,3,1,23.70005358909878,85.1032085968302
3,0,75,10,1,25.5294872841422,90.90779995332684
16,0,75,3,0,24.64234345316707,93.5397243533532
19,1,75,3,0,30.714010849813175,76.92202869391456
3,1,75,3,0,30.41690884001054,78.62323573897854
1,0,75,3,1,11.123488228111391,76.32900744840966
22,0,75,10,1,12.081291543416903,79.93081696703678
15,0,75,3,1,12.071873674671249,79.3707653785157
12,1,75,10,1,20.003941088414592,75.36196568981211
20,0,75,3,1,25.170036091221707,85.45543338039731
11,0,75,10,0,29.05483116711263,76.91860758055212
22,0,75,3,0,21.171112204026922,85.49745182911637
20,0,75,3,1,23.421695619679284,88.05208898322404
23,0,75,3,1,22.480896929874124,78.20095821726908
10,0,75,10,1,27.141207722178393,88.84803014237934
23,1,75,10,0,12.19445729828716,80.24484339441521
9,0,75,3,1,26.565560861365036,80.87048946883571
3,0,75,3,1,26.63430170933179,80.52578398784026
16,0,75,3,0,27.6929938430566,88.51414716557986
20,0,75,3,0,15.90665211348336,79.60128866845993
7,0,75,10,1,27.077926341138564,74.53464854496916
3,0,75,3,0,16.360118869401063,79.85685360623147
3,1,75,3,1,15.630835601120799,75.5772453301246
6,0,75,3,0,28.70659390251596,76.117120864132
9,0,75,10,0,27.18077666635214,81.34982132162654
23,0,75,3,0,29.248099770622865,75.79996921851534
23,1,75,10,1,25.00000754021231,85.798222813482
20,0,75,3,1,28.853758794714825,76.07112258358069
14,0,75,10,1,26.44259544350598,92.7037416975489
1,0,75,3,0,26.232722062555872,92.64128404000714
3,0,75,3,0,20.465413918660804,85.20890655277488
12,0,75,3,0,30.541312303056717,77.25020888722935
20,0,75,10,1,19.889526128616872,75.32563485375002
20,0,75,3,1,26.6865107560096,80.6053271906425
4,0,75,3,0,24.622449227868508,93.55090380754841
8,0,75,10,0,15.563217285963109,76.06114213317241
1,0,75,3,1,28.759989967354688,75.80675542163777
7,0,75,3,1,26.20633081256667,94.28406723482824
16,1,75,3,1,15.562894363760227,73.70900276764988
18,1,75,3,1,30.25445908157575,78.62830357384178
18,0,75,3,0,24.267147445394905,94.34080491189762
22,0,75,10,1,28.606209978152695,75.61212242554272
14,1,75,10,1,33.388476108264335,76.69689082027303
0,1,75,10,1,23.531493606217378,92.58397055919694
16,0,75,10,1,24.359546621885126,94.00176599410302
9,0,75,10,1,15.500454349300272,80.0195501128865
6,0,75,3,1,16.05099214919192,79.61879912717627
12,0,75,3,0,16.06200591576112,79.78159010529265
6,0,75,10,1,28.491953052146364,77.69295804057
0,0,75,3,1,10.643783914140382,78.94132815381164
7,1,75,3,1,25.447542417862135,85.16870034151515
14,1,75,10,1,10.803289380590337,76.73187145192277
11,0,75,10,1,29.08195377223611,77.18723795622314
12,1,75,10,0,26.53047386456516,74.3217970418246
0,0,75,3,0,21.261217537067804,85.45979948287156
11,1,75,10,0,20.053963155441032,76.03828376057946
14,0,75,10,1,15.706076953550161,75.89956629139974
1,0,75,3,0,25.26989509938222,90.88902979878557
7,0,75,3,0,22.551996885069446,78.35310892097732
21,0,75,10,1,26.122170931558824,94.717941007828
3,1,75,3,1,15.919723977165084,79.78102063978052
0,0,75,10,0,14.990370514018814,75.44431173624751
12,1,75,10,0,24.770488938377923,93.779547405785
7,0,75,10,1,20.745359995297733,85.23464785096705
8,0,75,10,0,29.071427502958855,77.29885687050137
19,1,75,3,1,11.933841621170973,79.78369160063306
8,0,75,3,1,23.24786519594365,92.7256945084743
14,0,75,10,0,21.23151613599234,84.92630547663144
21,0,75,10,1,28.50126775591905,94.35907686227985
17,1,75,3,1,21.455256523121307,81.65124151292588
14,0,75,10,1,33.378828955349235,76.50043421442221
21,0,75,10,1,23.6077282968402,91.78143908617969
18,0,75,10,0,29.01475977540246,77.27054693327528
1,0,75,3,1,22.986162692727554,88.30124334268082
22,0,75,3,0,11.093642503338938,75.86294635400554
8,0,75,3,1,30.133486142879363,79.39668542216776
7,0,75,3,1,31.410262555796702,75.24053566502486
21,0,75,3,1,18.13425276786978,78.73859524975799
11,0,75,10,0,11.188056410597516,78.82520975022481
19,1,75,10,1,23.68800611358757,92.43047215517417
11,1,75,10,1,31.476656850284773,75.52605479567823
17,1,75,10,0,24.456842656155747,94.0976445121873
19,0,75,3,1,12.310232608178172,79.98907642207011
1,0,75,10,1,23.25348306218331,87.92270024425504
7,1,75,3,1,23.414590035524935,85.71607487480478
21,0,75,10,1,31.045403628948893,77.17110966620554
23,0,75,10,1,21.405147412742355,82.27396914256582
4,0,75,3,0,24.84670626080025,93.72608280404896
7,1,75,3,1,24.244370082580478,91.54159681174256
17,0,75,3,1,25.044809214520154,91.75985330368852
15,1,75,10,0,28.985969914278623,76.06904794127614
21,1,75,3,1,31.14832498646482,74.87988851071776
23,0,75,3,1,24.983460393825954,91.61342676673496
1,0,75,10,0,14.912269948205582,73.63441841155739
22,0,75,3,0,15.581144735667397,73.7343735529832
19,0,75,3,1,11.233570167118327,78.79576093677865
22,0,75,10,0,11.463198205934507,79.57634276811817
14,0,75,3,0,18.586676899668703,79.07383709085386
18,0,75,10,0,25.41361327143867,90.93333737464073
5,0,75,3,1,26.893257047985095,80.6554395116749
21,0,75,3,0,30.45123536645743,78.88893203997867
18,0,75,3,1,34.159521587979064,76.2092597275439
7,0,75,10,0,15.6755930315657,73.73895309231966
16,0,75,3,0,12.097398828608974,79.35744522352674
15,0,75,10,0,27.55515219709063,88.0707726131054
7,0,75,10,1,26.62692217180179,80.63053061539901
15,1,75,3,0,30.10191387593359,79.10741043167936
19,1,75,3,1,29.722928114671483,79.12303377688137
1,0,75,3,1,27.930414303320717,88.09664389129449
12,0,75,10,1,26.989182359132926,80.66616494002149
1,1,75,3,1,22.70097835177305,79.01504519493918
7,0,75,10,0,17.92062201658598,79.06512742882609
9,0,75,3,1,25.22192881444424,91.14859900314639
5,0,75,10,0,23.760999396215624,92.34572141683456
15,0,75,10,0,11.624799657516794,79.5677161932715
12,0,75,10,0,19.58548852073028,76.0325425835387
9,0,75,10,1,10.658568866229087,79.10379984559707
9,0,75,3,1,30.620342747385394,76.36259503629871
23,0,75,3,1,15.46251817340464,80.16108622663202
4,1,75,3,1,21.714421127147627,82.16402728053131
5,1,75,3,1,22.964045070220365,93.41365501492935
14,0,75,3,0,22.58807740611134,78.295251511529
18,0,75,10,1,31.531198005045365,76.84462868807233
12,0,75,3,1,25.351651497665262,85.50771496226233
2,1,75,3,1,23.855682774123153,91.61708047024818
5,0,75,3,0,21.84559805116286,71.14158027146787
6,0,75,3,0,22.63182709911755,87.61541901363154
11,1,75,3,1,16.008283876789783,79.75648839033609
22,0,75,10,0,28.296815353820048,94.87799769687813
2,1,75,10,1,23.16520134609782,78.51324797023618
20,0,75,3,1,15.615265744281373,79.42226963979081
6,0,75,3,1,11.341079358082037,78.60632301506959
14,1,75,3,0,25.88834394080284,94.47003164241919
8,0,75,10,0,25.32234893105136,85.77852275253373
2,0,75,3,1,23.263604989066057,85.76670951109254
17,0,75,3,1,23.917973262709122,92.20842491719961
9,1,75,10,0,27.44801064099366,74.70315614622776
0,0,75,3,1,23.85306372510869,91.85995604444784
1,1,75,3,1,22.707741798083905,92.88766142256993
7,0,75,3,0,34.18559584306086,76.31690787680151
19,0,75,10,1,29.255707811326523,75.59865779933045
4,0,75,10,1,33.548412454863346,76.78587089845357
6,0,75,3,1,27.172348046453973,80.46282486877438
14,0,75,3,1,27.978915965668172,94.50566009633982
16,0,75,3,0,29.79820936110044,79.05957470001182
0,0,75,10,1,21.413647847550365,81.6201396599313
18,0,75,10,1,24.67920801978712,85.28662428258852
2,0,75,3,1,24.629956697150845,93.50677835786544
6,0,75,3,1,30.59550517016433,76.9346867425792
6,0,75,10,1,16.168028122112084,79.29618535640014
14,0,75,3,0,29.196972976601344,76.13919377941154
10,0,75,10,1,24.79556726289005,93.61277785767355
2,1,75,3,1,25.154655097070325,94.14164308661135
6,0,75,3,1,11.442514619440605,78.48345186215774
10,1,75,10,1,10.862069857835445,79.00073105484424
5,0,75,10,1,20.835995506824542,85.31018946932113
6,0,75,3,1,20.86575971025862,81.69772469327238
23,0,75,3,1,10.580025105629533,76.47207484065122
22,0,75,10,1,23.427785166868023,79.0710586845741
8,1,75,3,1,21.145217525953047,82.00934496863977
11,0,75,10,1,21.09308497374643,82.00718170321748
0,0,75,3,0,21.066162399417898,82.256133337312
14,0,75,3,1,23.79413556388242,91.99217411371596
5,1,75,10,1,28.199454744523553,77.41158028041906
5,1,75,10,1,30.877621459856,76.96422634282747
14,1,75,10,1,30.420143966543794,79.43046627664229
9,0,75,3,1,28.28738940241457,77.24935471354922
10,0,75,3,1,30.875703986896998,75.09308820041093
12,0,75,3,0,22.714645748541077,93.43162654740198
18,0,75,3,1,16.035017909545722,79.85889690869196
7,0,75,10,0,20.804491036965263,81.59606665476616
8,0,75,3,1,25.84020339332357,94.4455885727025
0,0,75,10,0,27.127509352387126,88.36337195339372
4,0,75,3,0,29.569179810133424,78.58959781360039
9,1,75,10,0,25.329428072554407,85.38547799955154
23,0,75,3,0,15.132230726426371,74.02735714626849
14,1,75,10,1,26.69893747416657,92.78377436293172
20,0,75,10,1,23.153445710990486,78.48671994055893
22,0,75,3,0,23.46325032174438,85.09707804874986
19,0,75,10,1,23.06657006389134,92.51123568253534
7,0,75,10,0,26.53379730964064,73.99819142441602
2,0,75,3,1,26.401572314716088,94.98598847009526
6,0,75,10,0,26.316423713918887,94.24419565545288
5,0,75,3,1,25.743827201797473,94.78901973096418
18,0,75,3,1,22.14694083095448,70.95912948031182
22,1,75,3,0,16.282502484676048,79.59726025632199
17,0,75,3,1,27.87472438783997,94.4452056306323
8,0,75,3,1,26.673501278324945,74.53284714826677
21,0,75,3,0,20.807175126805344,82.17731670218244
15,0,75,3,1,15.63356533807566,75.61603322194406
2,1,75,3,1,25.941161694795785,92.2462265524958
22,0,75,3,1,31.15534033233247,76.8533137146629
16,1,75,10,1,20.996617647519326,85.20261543079742
8,1,75,10,0,23.12570481859561,78.18802687638396
11,0,75,3,1,25.824897142244208,94.66308450949414
6,0,75,3,0,29.31843492640254,76.33599509402123
10,0,75,3,1,11.529775512675814,78.39026793103658
7,1,75,3,0,26.184866951650427,94.11452650017054
12,1,75,10,0,24.871178070601815,84.92145086376586
12,0,75,3,1,28.29842714474726,76.89092303489667
7,0,75,10,0,27.60000987169423,88.20133016914693
22,0,75,3,1,28.93754883795375,77.58644787665445
13,1,75,3,1,22.633506175873865,71.0356013920402
4,0,75,10,1,10.35057590344898,75.99661017149408
4,1,75,3,1,26.68389100310384,92.87516164661405
19,1,75,10,1,23.21487298519393,93.1385748954435
15,0,75,3,1,24.973896045447354,93.4884625306285
8,0,75,3,1,29.91748545683538,79.45018176631886
4,0,75,10,0,23.479185827446727,92.73283220435084
13,1,75,10,0,31.03478358661059,77.31435401158032
15,1,75,3,0,29.805052007698173,79.02209366536233
8,0,75,10,1,34.25962867891376,76.43333461231359
15,0,75,3,1,15.59391776967089,74.40041099471843
13,0,75,3,1,28.583776661207928,95.18883346222744
10,0,75,10,0,15.576425820489877,75.44171002390779
18,0,75,3,1,28.85248449943155,76.22474669121777
17,0,75,3,1,10.429998789668042,76.2329127882822
12,0,75,3,1,24.265147818767367,93.65613661534283
17,1,75,10,1,27.25671530684158,74.64337191437951
11,1,75,3,0,11.221381070749466,78.78249432162067
13,0,75,10,1,28.85965474769764,77.29056821273187
18,0,75,3,1,20.94644834562074,85.40934194608882
13,0,75,3,1,33.90404331566554,76.92917419861242
9,0,75,3,0,27.519729798955307,88.9232697749558
20,0,75,10,1,30.912300448227434,77.42531313808655
8,0,75,3,1,19.511338586952355,75.38715299654214
19,0,75,3,0,26.03473313696253,92.12482104199864
3,0,75,10,0,23.071757693469106,79.14372188089172
11,1,75,3,1,21.125419870460128,81.90341922068644
15,0,75,3,0,11.46052289046223,80.01148729683143
16,0,75,10,0,30.396545651391314,76.4911076544092
2,0,75,3,0,28.39303934409406,94.64280996679314
1,0,75,3,1,29.777579481760522,79.12153179655061
15,0,75,3,1,21.356832140362524,85.05694837768957
19,0,75,3,0,27.92981736221736,94.92318879223744
5,0,75,3,1,25.185589109964685,91.40288977010005
6,0,75,10,0,26.500102753978688,94.55508293243437
20,0,75,10,0,23.359347269930517,92.86072642620769
14,0,75,3,0,25.51894562194686,91.03696188295612
3,0,75,3,1,29.308871840926702,75.67490016023297
21,1,75,10,1,15.476798776866957,79.97053777308199
3,0,75,10,1,30.201979899729235,79.00329247068285
22,0,75,3,1,24.95743562716914,85.61324577505775
3,0,75,10,1,27.035224491570602,88.47305833621937
20,0,75,10,1,25.0448273685254,85.5583797491611
21,1,75,3,1,24.907662774469035,85.20723924216054
9,0,75,10,1,26.72231076165815,80.51767319786522
17,1,75,3,0,25.836930421814245,91.48966273169403
13,0,75,10,0,30.868343147875546,75.23473834889714
16,1,75,3,1,29.361143559576394,76.53944677185225
5,0,75,3,1,10.909024116873184,76.37656967548037
19,0,75,3,1,21.239399115145165,82.07569273520207
8,0,75,3,0,15.502193256286752,75.87550848157764
13,1,75,3,0,33.99575156797594,76.29275741806438
23,0,75,3,1,23.640219445666883,93.06090774018044
22,0,75,10,1,21.327091393657852,81.65285711092396
12,1,75,3,1,20.56251912980536,84.7410850718834
8,1,75,3,1,25.239041716931713,85.65559348643215
18,0,75,3,1,28.174866776148804,94.71016994921933
21,0,75,3,1,33.64758519499304,76.25957396862367
1,1,75,3,0,31.232838750294654,75.40606026462885
2,0,75,3,1,15.401704705307626,75.62232434953427
15,0,75,3,0,29.359511666697248,76.00531995000485
13,1,75,3,1,21.225196729635318,85.00299138071793
14,0,75,3,1,24.596630693752658,84.8608289845239
9,0,75,10,1,15.781933854641665,74.24329497370026
17,0,75,10,1,25.370542231776053,85.51322297938421
14,0,75,10,1,18.38754212825573,79.49355925009631
7,0,75,3,1,23.270854928272648,87.91752254584658
17,0,75,3,1,15.287954654437675,74.09219427890078
